roll		pitch		yaw		AccX	AccY	AccZ	GyrX	GyrY	GyrZ	MagX	MagY	MagZ

2.33576326339	-2.43669036112	-173.84670029	-4948	2995	16960	-3722	-834	-657	23	-79	-67

-4.82101619337	-0.266946702966	-162.338445303	-167	-8556	9394	533	453	-684	30	-16422	-33

8.17903893837	3.46779415274	-174.561935343	-4981	13307	20148	4628	-341	-204	54	16399	-6

3.82401237958	-2.25014983142	-169.70288043	-3485	6976	17636	-7158	-4094	360	65	-65	-54

0.44992906328	-6.36164910781	-166.885873557	2373	-2343	12202	-1243	-1257	-82	97	-59	-67

9.2347396934	-22.3440195985	175.211679857	13316	3068	11114	2458	-6557	-2295	155	8206	-180

26.2496697092	-37.0416458288	156.174704768	9432	11348	-16592	2130	-8083	-6195	77	34	-284

42.3023023955	-32.2852463179	133.949084227	-1845	5705	-13665	572	-1409	-2347	45	16390	-284

69.1886323183	-45.5607569119	109.648433743	-5728	300	-14329	3921	-6804	306	-8230	-15	-241

91.7092846989	-39.7061891209	97.6311650935	-17715	244	-4496	1549	-6547	2393	-76	-16388	-148

81.5833261869	-25.1475959546	95.7406980077	-15356	2323	6544	113	-2660	1079	-70	16396	-180

69.6467179003	-14.3037562052	117.639690538	-11901	6249	-7187	-7252	13897	2998	96	92	-232

68.122308091	-25.8697621966	138.84671776	3314	9164	-5614	-8261	10848	11615	119	-8243	-87

53.6208694073	-29.7956810338	148.384408554	4467	-7393	17743	-985	-1448	1948	90	-83	-85

41.7115943148	-35.5729263704	155.624467814	8735	-8693	19414	-996	-3348	1447	75	-96	-97

37.2678227334	-47.3097158918	160.764991712	6904	-2588	1216	-1137	-2192	225	75	-96	-101

25.0352934136	-42.6676723127	179.442501406	7665	-6528	15612	1181	2785	1576	43	-105	-87

10.1541724808	-50.6176639528	-165.609197686	4670	-6498	16628	1581	366	2305	-16391	-114	-51

-7.69201175664	-52.6606728343	-150.235449867	-3444	-8544	13338	-536	-421	736	-8201	-117	-52

-6.38703126905	-42.0380964129	-150.766508246	898	-6857	14116	-162	1457	-3950	43	-76	-65

-3.95151337876	-34.8721685323	-148.917514928	3372	-227	17468	434	214	-702	46	-50	-25

-1.73932366168	-32.4478410814	-147.230190335	6315	2477	18609	-45	-659	493	52	-53	-37

-3.86104222765	-27.8005046235	-146.911045972	423	-2118	15310	-549	-702	3625	24577	-103	-54

-7.77828596195	-20.6445718087	-136.355455085	-7329	-8567	11690	60	266	673	-12	-112	-54

-11.2068874221	-16.8175198426	-133.514044904	-1931	-6895	21311	-2037	39	-1112	25	-99	-73

-13.7648412305	-19.3379945016	-130.869503122	2690	-4117	11915	-1189	-1651	-881	37	-90	-75

-15.0012945561	-19.499029405	-126.246559296	3113	-3422	7207	537	745	560	30	-92	-74

-11.4533032878	-15.7854456536	-135.101857917	907	-5503	22633	392	601	1041	16387	-100	-73

-15.3282281947	-7.11164810691	-135.295313361	-11859	-10439	13915	-235	62	-1373	39	-53	-55

-11.0995511544	-9.12528973923	-135.307355087	3464	106	17186	305	-241	-920	34	-42	-31

-8.97927071131	-13.2413410326	-130.141034314	6090	819	17416	-528	-855	2105	35	-63	-63

-11.4970078863	-6.02793236021	-122.85239219	-9833	-7797	17872	-479	367	1695	11	-94	-62

-15.5903511432	-6.14146933078	-120.355060333	-828	-6416	24777	-2713	-658	-82	31	-92	-71

-17.8496282928	-11.181845373	-118.609656409	3485	-3654	8136	-498	-816	-318	37	-90	-69

-15.352861774	-10.6349415542	-113.889362419	3254	-3462	13962	1271	647	1210	21	-106	-53

-15.7486255913	-12.0877105325	-110.305254348	4428	-6424	22972	31	-1287	998	33	-112	-42

-16.9217961948	-25.0439430922	-120.062049118	5057	-5377	16505	-120	-8781	-3377	141	-51	-102

-13.8944243584	-43.0493278805	-117.857928819	13633	5784	-2890	-1158	-5367	-2414	165	-16387	-166

-2.08634790741	-68.7680703083	-120.190452725	9424	5240	-7712	2383	-11115	-1852	105	-8198	-256

31.7673599647	-85.0608147423	-162.0587782	3442	2089	-15076	936	-3883	409	75	-34	-252

-178.705413973	-80.9893872848	55.6099236759	7606	412	-14662	-346	-1675	1641	59	-24580	-270

147.287544826	-65.4319621325	75.0185498721	-4651	9339	-18060	-2267	4	119	68	52	-231

134.927960766	-54.7011792426	79.4937375602	-7719	8473	-16120	682	2650	-670	77	24581	-271

141.676633635	-50.855291116	74.3020461229	4785	2758	-7586	375	700	218	99	-39	-223

146.842997358	-54.8606711465	71.543802352	13884	3520	-18999	-287	4012	1482	113	-39	-199

150.642303143	-64.3123738706	68.138208374	18816	3989	-13723	-1420	3959	3216	138	-67	-153

167.250167657	-70.605576926	56.9948101844	10615	-716	-3865	1604	544	1723	117	-90	-101

110.656833126	-88.943642497	124.366088025	10730	-6418	7996	3065	3625	-2009	83	-91	-39

-9.30758420788	-70.7627851036	-122.389553061	9026	-5922	16306	-2748	5726	551	49	-69	-77

-6.99703521386	-61.4937029019	-127.708221986	8626	-2296	15366	-1246	839	-846	59	-63	-46

2.6492887366	-56.2614124943	-136.850159518	10332	1834	17604	429	196	1296	16409	-67	-69

-16.2719479258	-55.1778208099	-116.623312947	-101	-6571	18212	197	-586	2261	-8196	-93	-37

-17.0004759303	-44.6649514749	-112.054263849	-1832	-4513	11215	-238	82	65	-11	-93	-45

-14.9707880547	-34.1453065806	-117.951208248	-2211	-4773	17386	-326	602	-1858	17	-63	-75

-11.121904336	-28.9656013834	-121.994105789	2685	61	17958	-46	-99	-366	33	-56	-51

-11.02831717	-23.3869278445	-124.595673775	2367	-609	13918	-399	173	329	23	-31	-62

-8.20960820722	-19.4736629404	-133.027207685	-603	-2994	18375	-386	-44	1272	16389	-57	-69

-9.49134953003	-11.702870444	-133.655548907	-3980	-3243	14827	-71	273	-142	18	-25	-67

-7.91226428955	-8.99715836797	-134.859430733	-60	-413	17758	-247	179	-520	28	-29	-24

-7.9115370103	-6.30417157781	-136.122222001	-673	-428	16772	-238	-389	303	30	-18	-38

-8.03475841769	-1.44573170579	-126.758728603	-4490	-1815	17510	-245	-569	514	33	-8197	-52

-9.89931651011	0.720131850785	-129.471230133	-815	-845	17724	-47	-569	287	39	-8	-48

-9.32377219153	-1.2078877443	-126.860718319	-222	-1730	24129	-872	-593	52	32	-59	-47

-10.7481168643	-5.07647694452	-125.119490063	1067	-1982	12080	-1236	-1639	-68	38	-65	-58

-11.172738979	-7.60119620998	-123.076372519	2973	-2601	10457	-7	133	233	32	-64	-45

-8.61155743655	-4.38839136648	-121.92314102	-61	-1115	20795	418	1274	777	18	-35	-51

-7.34081845413	-1.11396502603	-115.177208219	-2794	-1001	19765	156	-222	294	17	-24581	-55

-11.2549587153	5.15065304151	-122.175475574	-6397	-2359	15419	-763	-284	-88	37	-17	-21

-9.33393213112	2.24342297549	-121.68257304	-661	105	19304	-507	146	-59	32	-24	-8197

-5.17629209783	-2.34987233391	-130.967584145	7448	4982	19143	-566	-537	1091	16407	-31	-39

-6.22276349231	1.12618631152	-122.873463276	-11251	-3765	15674	-816	329	2273	-12	-59	-65

-5.87885682931	0.525262239101	-133.503304722	-5	-1476	17339	136	-378	72	16401	-62	-60

-9.12086012977	-25.4893147473	-138.422090762	4391	-2567	13408	-653	-15891	-2381	128	-34	-157

-16.300800118	-49.2571305485	-125.873908935	8499	2482	-13324	-2208	-11082	-343	62	-8196	-266

-27.2022089406	-62.5745478349	-127.721896187	-1183	6420	-17339	-2082	-2452	623	25	8200	-276

-26.3816887706	-63.8148710913	-125.8002559	-133	4391	-16541	4871	5622	2897	79	-42	-248

-36.1569232936	-74.4776687807	-120.045146541	12150	1068	-13769	439	192	91	73	-48	-237

-95.8606552026	-76.5827745396	-61.3292460421	6351	-4536	-15500	1607	-2188	1874	36	-44	-203

-151.342455494	-63.8509795469	-9.61587952787	-1521	-6992	-19091	-2677	-9130	778	8202	-17	-193

-158.962458081	-48.8888639742	2.72848292476	-12780	1647	-9631	-4380	-4725	1401	-23	-24577	-194

-170.451875671	-38.179659605	-0.278162406328	-15493	7557	-853	-2343	-3002	3405	-45	38	-141

173.796952549	-33.5072852942	-0.965801605738	-6035	9772	10275	-3627	-5097	1556	-22	26	-51

160.05992227	-36.4013698207	12.9328245347	2403	1710	14854	-3028	-1583	-736	-8197	-8195	-41

144.407279831	-54.1837532056	28.7719845678	-914	1579	17577	205	595	-2227	24576	-14	-39

128.104232316	-59.8116650467	41.4816980163	197	1824	16543	-403	-51	-2496	-24586	-24	-43

104.655283348	-55.9745588338	69.3616042214	-6243	2340	14656	-313	203	-426	-25	-49	-42

89.97096161	-46.6685597279	86.6649337019	-11281	2504	14648	-526	-65	278	-20	-58	-38

67.0346556474	-43.377965244	107.483023465	-7648	1981	14373	-129	-1562	-1587	8197	-26	-38

56.9764553954	-35.5430908368	117.739990679	-747	3893	17945	-465	-1108	-44	5	-16	-26

37.4610844679	-30.3092792743	137.328465764	1008	4275	16586	-808	1215	357	32765	-28	-45

39.167096702	-21.2611437243	140.689572128	-10209	763	15276	-245	-101	770	-12	-71	-39

38.8563468124	-14.1834421174	142.683540797	-7002	282	15408	-689	-208	-279	-7	-77	-42

30.247766661	-6.65960032888	151.226691095	-9568	383	20027	-72	-311	-240	16393	-64	-37

30.7496117214	-6.54160196519	152.66559302	-2941	1166	12758	-733	-2379	78	21	-57	-44

32.3925025687	-4.77606507629	157.304696428	-1219	661	11642	238	765	318	18	-55	-36

29.3003025243	-2.21131572311	159.035551608	-6016	1175	17752	-269	1107	304	-12	-44	-48

25.953262122	-3.40840148787	159.761986713	-5449	1924	15021	43	-9	603	-17	-30	-53

21.0682510007	1.53440580554	163.87970099	-6790	1348	15344	-464	-673	78	32766	-29	-59

18.2671567215	4.56599119301	162.064487666	-3234	2454	15555	-111	189	-1304	9	-13	-40

16.9306475113	4.89701434999	161.212936907	-1283	8117	19796	-1463	-188	2126	-16392	-61	-46

19.9549031411	-2.23072582687	169.695151351	-6220	640	15261	-441	-619	2232	-36	-78	-34

21.7586864631	-7.83897596679	174.85363617	-4746	805	15572	-446	-114	-31	-42	-76	-33

22.9162377527	-10.0403206478	179.68410977	-6547	-889	15716	-158	88	-668	-39	-85	-33

23.802803142	-10.763535444	-176.276729409	-6151	-1129	16021	-225	-644	-816	-15	-89	-39

25.1426571687	-8.51872030859	-173.568703407	-5017	1085	16181	98	-527	-749	12	-64	-40

