roll		pitch		yaw		AccX	AccY	AccZ	GyrX	GyrY	GyrZ	MagX	MagY	MagZ

-2.09660609811	1.13105032877	-172.423399132	44	175	16705	2	-2	1	59	-53	24

-2.99198195353	1.55799836293	-166.569900459	78	173	16799	1	-1	1	66	-53	22

-3.40340859171	1.76925958053	-161.922009399	84	188	16775	0	-1	2	67	-53	23

-3.56124616893	1.8966839773	-157.916685236	80	177	16815	0	-1	2	65	-54	23

-3.41352122478	1.87738132312	-154.77629476	66	198	16806	2	0	1	64	-52	22

-3.05880812277	1.70018048143	-152.238847725	83	164	16819	2	-2	3	64	-51	18

-2.90676143752	1.69065957479	-149.966479612	73	170	16814	-1	-3	0	64	-55	27

-2.51986454667	1.50122657717	-148.60493193	63	159	16808	0	-3	1	64	-50	25

-2.15917857096	1.33125763214	-147.467269279	56	157	16801	1	-1	1	65	-51	26

-1.90399138425	1.22003042591	-145.95666338	85	171	16802	-1	0	1	65	-56	23

-1.65166068574	1.10179932601	-144.783798865	73	159	16791	0	-2	0	63	-54	24

-1.30129778983	0.926363206951	-144.073787314	50	181	16816	2	-2	1	65	-53	21

-0.957898538942	0.717958690216	-143.769484963	64	163	16804	2	-3	3	67	-52	22

-0.730476723095	0.584712761495	-143.198482868	75	169	16794	1	-1	1	66	-54	20

-0.507757063057	0.463757566058	-142.869840447	57	177	16787	1	-2	2	65	-52	22

-0.329246249211	0.366870187048	-142.596112095	51	163	16789	3	-1	1	65	-52	22

-0.27253486974	0.352500787081	-141.976235786	63	173	16788	0	-2	-1	64	-55	25

-0.189828355779	0.307235548646	-141.495544153	81	187	16796	1	-2	0	63	-54	26

-0.105737090832	0.245361574838	-141.068760776	97	185	16796	1	-1	0	65	-56	25

-0.0388339872153	0.209597187686	-140.715957489	55	153	16797	2	-1	0	65	-56	23

0.154818234684	0.0563510890545	-140.959525191	79	171	16804	2	-4	1	65	-51	24

0.271519344196	-0.0313685215133	-141.009732034	86	184	16809	2	-2	2	66	-53	23

0.218614250531	0.0293001262783	-140.525729807	60	171	16815	0	-3	1	59	-52	26

0.314104896284	-0.0305995433969	-140.555151403	61	182	16795	1	-2	1	66	-54	24

0.36884438623	-0.0607151685614	-140.485882589	64	182	16808	2	-1	1	65	-54	24

0.373687192131	-0.0615733623518	-140.278992183	63	168	16811	2	-2	2	61	-52	22

0.524764332888	-0.193639483014	-140.901070695	61	147	16806	-1	-3	2	66	-49	21

0.575997275336	-0.238725479916	-141.077405706	78	178	16782	0	-2	1	65	-51	20

0.5861528493	-0.234732106525	-141.078842759	64	176	16811	3	0	1	66	-53	22

0.594587080292	-0.254371298975	-141.078277877	91	179	16830	2	-2	2	66	-53	22

0.597242549404	-0.345607847171	-131.70967612	69	124	16823	4	-2	-1	83	-16409	16

2.55476009297	-1.60976863024	-148.562815916	2280	535	18819	3784	-866	-3670	133	57	-49

14.4146716579	-10.6374440118	-157.138456263	2393	16342	9557	4660	-6217	138	145	84	-151

25.5538573012	-26.7747134766	-164.890421117	6386	10732	-4346	3454	-6820	2421	121	56	-244

43.259070735	-43.6334352988	-160.226975096	2408	7237	-13596	4716	-3016	5068	71	-8226	-266

44.7584304311	-57.916229234	-162.90202421	-916	-12566	-18225	4646	-1588	4643	73	-50	-255

50.6629337238	-46.0391757331	173.54251183	8955	-3722	-15375	-5326	9678	-10876	153	52	-195

55.310681554	-32.4312995404	160.331250021	6995	10641	-1276	-4643	5394	-4037	125	89	-92

42.6558215374	-17.3732238421	156.09905562	6706	7626	13573	-5903	3138	-2204	108	8215	-44

27.0382740872	-14.863196237	162.401664884	4488	-1494	21441	-4138	1012	-55	124	-28	-73

21.4685085371	-24.7313226642	147.550270469	4916	-3270	19079	-1888	-9353	-6797	159	22	-175

34.3166697286	-41.9786297867	131.681062261	13474	2224	-1521	2158	-7716	-5113	79	49	-272

55.5690972547	-46.4983310166	112.545648207	5176	5771	-17868	1189	-2769	-4118	59	65	-275

55.3754849369	-28.9205784608	107.24945501	1962	10796	-6610	-6404	8382	-6412	53	137	-209

67.1826639583	-12.7159379547	110.827188671	-9827	15131	-4346	4457	5092	-2513	55	101	-258

84.0171074921	-17.1288981266	112.430057403	-717	5572	-13961	3461	1815	3345	95	41	-279

102.424256782	-27.8071881673	109.485669913	3733	1701	-14879	3878	1017	4810	93	-47	-265

123.549916623	-40.1143017065	98.0266934393	2518	-10690	-13333	3973	611	5977	42	-99	-241

134.683224897	-42.9793471473	92.2742892197	2788	-10944	-10151	-878	2323	-1693	101	-59	-253

125.348762373	-39.4180077349	96.6602965721	10581	-860	-11247	-7367	2280	-6213	141	61	-217

97.5946151784	-39.9869163162	116.038874849	5496	10415	-311	-6261	6642	-1922	126	84	-91

58.2811177167	-39.6131189842	131.069281807	3952	1630	16429	-6658	1633	4919	128	24581	-49

37.3839711723	-45.2749543852	150.650485754	7780	-1988	17265	-1826	-2759	4246	133	-44	-83

35.0203857387	-54.9724481218	166.177906601	9470	-7695	12434	3166	-3000	2414	130	-8219	-76

46.4955424605	-51.8917278614	155.169667706	9479	2070	8657	4433	-2255	-2758	140	58	-89

53.904412785	-39.9639784151	139.23971103	6106	9203	8147	-111	-1417	-3881	107	123	-125

66.3788563482	-24.0127713234	131.115326295	-2305	15183	-242	3598	1528	-2304	99	128	-130

54.3047554421	-27.5665995693	141.9533921	4501	15504	5598	-5355	2465	5519	127	43	-70

35.5010404525	-27.3885634042	159.205660823	6159	3211	12478	-4894	1647	3353	108	-49	-50

17.9199697629	-21.8481304166	174.644137716	2922	-11646	16800	-3540	2023	789	105	-88	-47

18.1259080866	-20.0482358914	-171.277187376	5782	-8368	16123	7043	61	-1300	103	-32763	16388

20.8912879659	-8.73872740428	175.428896153	-2610	902	15592	1602	14	-1764	99	8210	9

13.8872657093	-6.79526691007	-170.701525653	799	-1881	18138	-1312	19	508	99	-24578	8199

13.8551765022	-9.36428972714	-158.670818644	675	159	17268	558	-383	518	105	-8195	7

11.7272234251	-9.65997166056	-147.791203505	1	-1225	16721	-44	-3	1	108	-24577	8

11.8875263078	-5.50962524943	-157.971486233	18	-974	16793	6	-3	1	106	24576	7

